Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 01/05  17:00:00,441.589869684,71.3212455389,0.0,0.0,220.879908,133.019064,468.545455415,419.2126919,4.83426,44.4985035157
 01/05  18:00:00,367.845602429,71.3212455389,0.0,0.0,220.879908,53.238744,597.252335467,556.816496143,4.83426,35.601579324
 01/05  19:00:00,367.869199617,71.3212455389,0.0,0.0,220.879908,53.238744,606.166682565,556.82416673,4.83426,44.508255835
 01/05  20:00:00,368.567291224,71.3212455389,0.0,0.0,220.879908,53.238744,699.160306955,685.475124295,4.83426,8.85092266025
 01/05  21:00:00,368.79343018,71.3212455389,0.0,0.0,220.879908,53.238744,736.909868602,723.392392921,4.83426,8.68321568156
 01/05  22:00:00,117.807435771,0.0,0.0,0.0,43.513341876,52.539744,13.5173912679,0.0,4.83426,8.68313126791
 01/05  23:00:00,117.575879983,0.0,0.0,0.0,43.513341876,52.539744,13.4799376967,0.0,4.83426,8.64567769674
 01/05  24:00:00,118.613544148,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 01/06  01:00:00,117.603290303,0.0,0.0,0.0,43.513341876,52.539744,13.4541534092,0.0,4.83426,8.61989340916
 01/06  02:00:00,117.570245495,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 01/06  03:00:00,117.545299927,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 01/06  04:00:00,117.523375611,0.0,0.0,0.0,43.513341876,52.539744,13.4540330049,0.0,4.83426,8.61977300494
 01/06  05:00:00,119.631056868,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 01/06  06:00:00,119.295461301,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 01/06  07:00:00,192.554014466,71.3212455389,0.0,0.0,43.513341876,53.238744,1763.74879369,1758.89453369,4.83426,0.02
 01/06  08:00:00,369.243955339,71.3212455389,0.0,0.0,220.879908,53.238744,1629.92607164,1598.72223192,4.83426,26.3695797204
 01/06  09:00:00,443.639854361,71.3212455389,0.0,0.0,220.879908,145.652643033,1450.60972808,1378.93960617,36.25695,35.4131719091
 01/06  10:00:00,443.682732857,71.3212455389,0.0,0.0,220.879908,145.652643033,1270.79809387,1189.77472863,36.25695,44.7664152442
 01/06  11:00:00,449.769850243,71.3407809109,0.000900675043859,0.0,220.879908,151.653867033,1075.45454338,982.280578974,48.3426,44.8313644053
 01/06  12:00:00,450.645549014,71.5362430604,0.0,0.0,220.879908,151.653867033,871.759302989,778.410654457,48.3426,45.006048532
 01/06  13:00:00,449.452330575,72.0226966965,0.0,0.0,220.879908,151.653867033,715.843941461,613.309572137,48.3426,54.1917693234
 01/06  14:00:00,443.701403555,72.3659457926,0.0,0.0,220.879908,145.652643033,674.686779352,596.227999329,24.1713,54.2874800231
 01/06  15:00:00,443.599034632,72.3192643864,0.0,0.0,220.879908,145.652643033,645.775633106,576.815012357,24.1713,44.7893207486
 01/06  16:00:00,435.45163288,71.9902826979,0.0,0.0,220.879908,137.835547516,620.806606609,571.107234273,4.83426,44.8651123363
 01/06  17:00:00,442.288215351,71.3261845036,0.0,0.0,220.879908,133.019064,715.312078039,665.97793731,4.83426,44.499880729
 01/06  18:00:00,369.008223521,71.3212455389,0.0,0.0,220.879908,53.238744,824.044559077,783.605376315,4.83426,35.6049227625
 01/06  19:00:00,368.992126808,71.3212455389,0.0,0.0,220.879908,53.238744,924.646925701,875.13893923,4.83426,44.6737264707
 01/06  20:00:00,368.926357642,71.3212455389,0.0,0.0,220.879908,53.238744,1069.29282028,1055.76370317,4.83426,8.69485711068
 01/06  21:00:00,368.928992144,71.3212455389,0.0,0.0,220.879908,53.238744,1215.4276562,1201.91096989,4.83426,8.68242631345
 01/06  22:00:00,117.340304381,0.0,0.0,0.0,43.513341876,52.539744,13.5163013688,0.0,4.83426,8.68204136884
 01/06  23:00:00,117.441178794,0.0,0.0,0.0,43.513341876,52.539744,13.4797269723,0.0,4.83426,8.6454669723
 01/06  24:00:00,118.536421394,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 01/07  01:00:00,118.473493519,0.96964432879,0.0,0.0,43.513341876,52.539744,13.7421031313,0.295311764695,4.83426,8.61253136665
 01/07  02:00:00,118.800050696,1.29285910505,0.0,0.0,43.513341876,52.539744,5.41920995026,0.564949950258,4.83426,0.02
 01/07  03:00:00,120.861891911,3.36041967485,0.0,0.0,43.513341876,52.539744,6.0105414317,1.1562814317,4.83426,0.02
 01/07  04:00:00,121.901616015,4.40375959628,0.0,0.0,43.513341876,52.539744,6.84281133101,1.98855133101,4.83426,0.02
 01/07  05:00:00,122.269476708,4.34918327671,0.0,0.0,43.513341876,52.539744,7.30689827212,2.45263827212,4.83426,0.02
 01/07  06:00:00,124.442730355,6.55112941794,0.0,0.0,43.513341876,52.539744,18.8851086967,5.44002053079,4.83426,8.61082816596
 01/07  07:00:00,125.718065415,7.80271496793,0.0,0.0,43.513341876,52.539744,11.635055989,6.78079598897,4.83426,0.02
 01/07  08:00:00,124.335098505,6.55112941794,0.0,0.0,43.513341876,52.539744,10.400358973,5.546098973,4.83426,0.02
 01/07  09:00:00,106.963187236,7.11200862968,0.0,0.0,43.513341876,52.539744,12.9575304488,8.10327044883,4.83426,0.02
 01/07  10:00:00,108.736798389,8.85348387875,0.0,0.0,43.513341876,52.539744,15.1370326761,10.2827726761,4.83426,0.02
 01/07  11:00:00,104.271707964,4.34918327671,0.0,0.0,43.513341876,52.539744,29.0086543161,6.73610172926,4.83426,17.4382925869
 01/07  12:00:00,105.550056801,4.70924584929,0.0,0.0,43.513341876,52.539744,19.7951233744,6.30286935005,4.83426,8.65799402438
 01/07  13:00:00,104.027618382,4.12256442258,0.0,0.0,43.513341876,52.539744,18.8437129069,5.35185338466,4.83426,8.65759952223
 01/07  14:00:00,103.619992236,3.63603186495,0.0,0.0,43.513341876,52.539744,17.4391457555,3.95461124561,4.83426,8.65027450984
 01/07  15:00:00,103.49258299,3.49605091199,0.0,0.0,43.513341876,52.539744,8.35462995682,3.50036995682,4.83426,0.02
 01/07  16:00:00,103.900670699,3.9504288824,0.0,0.0,43.513341876,52.539744,17.782650863,4.29793478109,4.83426,8.65045608195
 01/07  17:00:00,114.704256429,3.01947637533,0.0,0.0,43.513341876,52.539744,8.92165644589,4.06739644589,4.83426,0.02
 01/07  18:00:00,122.428018604,4.75754381036,0.0,0.0,43.513341876,52.539744,12.1410124354,7.28675243538,4.83426,0.02
 01/07  19:00:00,121.676800345,4.02596850044,0.0,0.0,43.513341876,52.539744,21.2302539439,7.783602502,4.83426,8.61239144195
 01/07  20:00:00,123.095979382,5.03246062556,0.0,0.0,43.513341876,52.539744,17.9284434171,13.0741834171,4.83426,0.02
 01/07  21:00:00,122.077572145,4.02596850044,0.0,0.0,43.513341876,52.539744,16.749665636,11.895405636,4.83426,0.02
 01/07  22:00:00,122.919009041,5.03246062556,0.0,0.0,43.513341876,52.539744,51.6604601479,20.3698470897,4.83426,26.4563530582
 01/07  23:00:00,121.568926861,4.02596850044,0.0,0.0,43.513341876,52.539744,22.8915549359,18.0372949359,4.83426,0.02
 01/07  24:00:00,123.51405788,5.03246062556,0.0,0.0,43.513341876,52.539744,40.4248463416,26.9781363133,4.83426,8.61245002832
 01/08  01:00:00,121.550200955,4.02596850044,0.0,0.0,43.513341876,52.539744,28.0274455765,23.1731855765,4.83426,0.02
