Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 03/14  17:00:00,208.592660448,29.1219701391,18.2373468236,6.15774367934,37.1018798503,116.476155989,117.953898369,99.4289355975,9.90576805939,8.61919471254
 03/14  18:00:00,119.402586335,27.3737054074,14.6859480328,0.0,24.7345865669,47.5788473902,84.2892239417,79.316339912,4.9528840297,0.02
 03/14  19:00:00,134.540580538,27.6653931645,13.4270727321,0.0,24.7345865669,47.5788473902,90.6898305303,85.7169465006,4.9528840297,0.02
 03/14  20:00:00,113.001557497,26.498642136,12.9596400085,0.067805187202,12.3672932834,38.6892022431,103.659840081,100.668109663,2.97173041782,0.02
 03/14  21:00:00,93.0907565716,21.0740138062,10.5248670931,0.827641166713,12.3672932834,27.0668015668,86.8660699816,83.8743395638,2.97173041782,0.02
 03/14  22:00:00,67.6217803328,17.3740736669,9.28996651547,0.0,4.12243109448,15.9888894789,78.5470153081,75.5552848903,2.97173041782,0.02
 03/14  23:00:00,80.0888210121,22.8114211729,12.1373068625,2.15316685397,4.12243109448,15.9888894789,100.653607722,97.6618773043,2.97173041782,0.02
 03/14  24:00:00,67.8782792519,17.3740736669,9.43751664288,0.0,4.12243109448,15.9888894789,81.7533181661,78.7615877483,2.97173041782,0.02
 03/15  01:00:00,83.2107998758,23.5552249535,11.5000927572,5.28456891048,4.12243109448,15.9888894789,103.505204637,100.513474219,2.97173041782,0.02
 03/15  02:00:00,75.661541154,19.1242002097,8.89127115574,6.5088679298,4.12243109448,15.9888894789,83.8271337444,80.8354033265,2.97173041782,0.02
 03/15  03:00:00,87.7210434454,23.9052502621,11.2247743663,9.47510173001,4.12243109448,15.9888894789,105.823765998,102.832035581,2.97173041782,0.02
 03/15  04:00:00,106.641705776,27.6653931645,12.9320911847,5.54896489608,12.3672932834,24.9413748627,127.529480578,113.974721475,4.9528840297,8.60187507333
 03/15  05:00:00,142.224284355,28.2844905215,16.1148268946,37.3235955348,12.3672932834,24.9413748627,185.372019634,180.399135604,4.9528840297,0.02
 03/15  06:00:00,191.009631958,28.7714157222,16.4063847692,28.6397511305,24.7345865669,70.7195625826,153.03123785,143.105469791,9.90576805939,0.02
 03/15  07:00:00,207.197572497,28.8432832412,16.4105735638,20.5245616342,37.1018798503,92.3937384068,132.311557538,122.385789478,9.90576805939,0.02
 03/15  08:00:00,208.224657909,28.8906041403,16.9466229424,18.2735932434,37.1018798503,104.434947198,126.619513539,116.69374548,9.90576805939,0.02
 03/15  09:00:00,218.57171652,28.9272614129,17.3307217888,16.7836291922,37.1018798503,116.476155989,132.214644059,113.678808243,9.90576805939,8.63006775696
 03/15  10:00:00,217.02095135,28.9547959731,17.3355766545,15.5161744846,37.1018798503,116.476155989,121.225652043,111.299883983,9.90576805939,0.02
 03/15  11:00:00,216.067287737,28.9801850457,17.3346224513,14.3282250395,37.1018798503,116.476155989,127.611822978,109.069153751,9.90576805939,8.6369011667
 03/15  12:00:00,204.61014848,29.0024744404,17.8638318163,13.0914959726,37.1018798503,104.434947198,116.983775622,107.058007563,9.90576805939,0.02
 03/15  13:00:00,214.344030399,29.0242132756,18.0728442383,12.0605497148,37.1018798503,116.476155989,123.813091765,105.271746118,9.90576805939,8.63557758795
 03/15  14:00:00,213.387630117,29.046171766,17.5987827453,11.3606999048,37.1018798503,116.476155989,114.004947959,104.0791799,9.90576805939,0.02
 03/15  15:00:00,211.652200125,29.0671644032,17.33624311,10.8802843224,37.1018798503,116.476155989,121.760907035,103.221635826,9.90576805939,8.63350315038
 03/15  16:00:00,211.121458887,29.0867290245,17.3342601984,10.4425127879,37.1018798503,116.476155989,112.279260618,102.353492558,9.90576805939,0.02
 03/15  17:00:00,212.924456255,29.0935667029,16.8112196808,10.6770467125,37.1018798503,116.476155989,112.038362902,102.112594843,9.90576805939,0.02
 03/15  18:00:00,119.749660963,27.3737054074,13.3649061855,0.0234663276354,24.7345865669,47.5788473902,87.0547813038,82.0818972741,4.9528840297,0.02
 03/15  19:00:00,136.00095694,27.6653931645,12.4886702344,0.246843706528,24.7345865669,47.5788473902,101.023243363,87.4611023009,4.9528840297,8.6092570325
 03/15  20:00:00,115.939498869,26.498642136,12.022326765,0.482165569211,12.3672932834,38.6892022431,104.871461082,101.879730665,2.97173041782,0.02
 03/15  21:00:00,96.979444704,21.8697955502,9.952122436,1.5749285003,12.3672932834,27.0668015668,89.6108052406,86.6190748228,2.97173041782,0.02
 03/15  22:00:00,68.988786804,17.3740736669,8.33439343235,0.0,4.12243109448,15.9888894789,79.5679286412,76.5761982234,2.97173041782,0.02
 03/15  23:00:00,84.7873784933,23.0301869907,10.088136928,4.26527007073,4.12243109448,15.9888894789,101.700030835,98.7083004172,2.97173041782,0.02
 03/15  24:00:00,81.5087118876,19.5617318454,7.94259288079,8.69181132114,4.12243109448,15.9888894789,82.2627696141,79.2710391963,2.97173041782,0.02
 03/16  01:00:00,91.8324393769,23.4677186264,10.413074585,8.07711559995,4.12243109448,15.9888894789,103.542369219,100.550638801,2.97173041782,0.02
 03/16  02:00:00,85.2611425214,19.5617318454,7.85205308105,11.5130443793,4.12243109448,15.9888894789,84.1496689458,81.157938528,2.97173041782,0.02
 03/16  03:00:00,91.3526365353,23.4677186264,9.55528695111,9.93811184377,4.12243109448,15.9888894789,105.681683291,102.689952873,2.97173041782,0.02
 03/16  04:00:00,119.027812838,28.2487686788,11.0174852792,10.6089007017,12.3672932834,24.9413748627,119.635271579,114.662387549,4.9528840297,0.02
 03/16  05:00:00,151.797816028,27.8295454268,14.3446626618,35.5360344305,12.3672932834,24.9413748627,186.393363846,181.420479816,4.9528840297,0.02
 03/16  06:00:00,211.861415551,28.7653137553,14.0403708722,34.2399033772,24.7345865669,70.7195625826,161.827063705,151.901295646,9.90576805939,0.02
 03/16  07:00:00,227.194244368,28.8308493539,13.1161134555,25.073731641,37.1018798503,92.3937384068,145.477778143,135.552010084,9.90576805939,0.02
 03/16  08:00:00,232.942846571,28.8526699513,12.7348327071,22.5852222325,37.1018798503,104.434947198,149.817200151,131.284834293,9.90576805939,8.62659779924
 03/16  09:00:00,244.91920256,28.8825351335,12.7365970299,20.8296343915,37.1018798503,116.476155989,137.410851823,127.485083764,9.90576805939,0.02
 03/16  10:00:00,244.121766982,28.9171045869,13.2916594467,19.0869523095,37.1018798503,116.476155989,140.773863974,122.232924438,9.90576805939,8.63517147629
 03/16  11:00:00,243.769826588,28.9457039423,14.2284054021,17.5191127109,37.1018798503,116.476155989,125.363402186,115.437634126,9.90576805939,0.02
 03/16  12:00:00,231.461612885,28.970454007,14.6163277683,15.4718982746,37.1018798503,104.434947198,128.615593763,110.077848932,9.90576805939,8.63197677179
 03/16  13:00:00,238.830086732,29.0182110622,14.6105369163,11.2428636005,37.1018798503,116.476155989,113.36871482,103.442946761,9.90576805939,0.02
 03/16  14:00:00,236.814418379,29.0961767942,15.1599434351,8.68197531513,37.1018798503,116.476155989,114.802607295,96.2616971201,9.90576805939,8.63514211535
 03/16  15:00:00,234.921015756,29.1458961235,15.5445464465,7.19160995642,37.1018798503,116.476155989,102.748345297,92.8225772379,9.90576805939,0.02
 03/16  16:00:00,234.172947115,29.1720155584,15.546097151,6.14801750931,37.1018798503,116.476155989,101.872022271,91.9462542112,9.90576805939,0.02
 03/16  17:00:00,235.673766886,29.1607997504,15.0074374137,5.97363721604,37.1018798503,116.476155989,111.33554582,92.8106128471,9.90576805939,8.61916491317
 03/16  18:00:00,146.848176749,27.3737054074,10.9451978841,0.00780592401312,24.7345865669,47.5788473902,80.009239721,75.0363556914,4.9528840297,0.02
 03/16  19:00:00,161.381649453,27.6653931645,9.58744258937,0.153119869739,24.7345865669,47.5788473902,88.4376801238,83.4647960941,4.9528840297,0.02
 03/16  20:00:00,141.23234053,26.498642136,9.08420259661,0.212335171186,12.3672932834,38.6892022431,102.07864975,99.0869193321,2.97173041782,0.02
 03/16  21:00:00,117.84122559,22.1614833074,7.19181945692,2.04864343884,12.3672932834,27.0668015668,88.3865494594,85.3948190416,2.97173041782,0.02
 03/16  22:00:00,92.3228082962,19.0366938825,5.70700184568,4.51554669472,4.12243109448,15.9888894789,78.4899024785,75.4981720607,2.97173041782,0.02
 03/16  23:00:00,111.25617506,23.9052502621,7.31151041766,8.5904011267,4.12243109448,15.9888894789,100.59703919,97.6053087718,2.97173041782,0.02
 03/16  24:00:00,96.4902166544,19.1242002097,5.6773898669,8.64187454086,4.12243109448,15.9888894789,82.1401588864,79.1484284685,2.97173041782,0.02
 03/17  01:00:00,115.084910333,23.9052502621,7.22186687138,12.4863791907,4.12243109448,15.9888894789,103.60189067,100.610160252,2.97173041782,0.02
 03/17  02:00:00,100.622176222,19.1242002097,5.63162560254,11.402546083,4.12243109448,15.9888894789,84.0322742133,81.0405437955,2.97173041782,0.02
 03/17  03:00:00,118.629132264,23.9052502621,7.15639573183,15.1227124336,4.12243109448,15.9888894789,105.643389122,102.651658704,2.97173041782,0.02
 03/17  04:00:00,142.092518501,27.8112370431,8.05349669091,10.5076744853,12.3672932834,24.9413748627,127.662945403,114.109522492,4.9528840297,8.60053888149
 03/17  05:00:00,183.529087947,28.2597596255,11.5142223048,48.1086107831,12.3672932834,24.9413748627,185.744372754,180.771488724,4.9528840297,0.02
 03/17  06:00:00,230.532022143,28.7454543906,11.7891657252,37.7211932648,24.7345865669,70.7195625826,170.416496591,160.490728532,9.90576805939,0.02
 03/17  07:00:00,242.256728918,28.8081140773,11.802887011,27.5663421685,37.1018798503,92.3937384068,151.395983881,141.470215822,9.90576805939,0.02
